plate	cycle	well	tile
1	7	A2	53
1	8	A2	53
1	9	A2	53
1	10	A2	53
1	11	A2	53
1	12	A2	53
1	1	A2	54
1	2	A2	54
1	3	A2	54
1	4	A2	54
1	5	A2	54
1	6	A2	54
1	7	A2	54
1	8	A2	54
1	9	A2	54
1	10	A2	54
1	11	A2	54
1	12	A2	54
1	1	A2	55
1	2	A2	55
1	3	A2	55
1	4	A2	55
1	5	A2	55
1	6	A2	55
1	7	A2	55
1	8	A2	55
1	9	A2	55
1	10	A2	55
1	11	A2	55
1	12	A2	55
1	1	A2	56
1	2	A2	56
1	3	A2	56
1	4	A2	56
1	5	A2	56
1	6	A2	56
1	7	A2	56
1	8	A2	56
1	9	A2	56
1	10	A2	56
1	11	A2	56
1	12	A2	56
1	1	A2	57
1	2	A2	57
1	3	A2	57
1	4	A2	57
1	5	A2	57
1	6	A2	57
1	7	A2	57
1	8	A2	57
1	9	A2	57
1	10	A2	57
1	11	A2	57
1	12	A2	57
1	1	A2	58
1	2	A2	58
1	3	A2	58
1	4	A2	58
1	5	A2	58
1	6	A2	58
1	7	A2	58
1	8	A2	58
1	9	A2	58
1	10	A2	58
1	11	A2	58
1	12	A2	58
1	1	A2	59
1	2	A2	59
1	3	A2	59
1	4	A2	59
1	5	A2	59
1	6	A2	59
1	7	A2	59
1	8	A2	59
1	9	A2	59
1	10	A2	59
1	11	A2	59
1	12	A2	59
1	1	A2	60
1	2	A2	60
1	3	A2	60
1	4	A2	60
1	5	A2	60
1	6	A2	60
1	7	A2	60
1	8	A2	60
1	9	A2	60
1	10	A2	60
1	11	A2	60
1	12	A2	60
1	1	A2	61
1	2	A2	61
1	3	A2	61
1	4	A2	61
1	5	A2	61
1	6	A2	61
1	7	A2	61
1	8	A2	61
1	9	A2	61
1	10	A2	61
1	11	A2	61
1	12	A2	61
1	1	A2	62
1	2	A2	62
1	3	A2	62
1	4	A2	62
1	5	A2	62
1	6	A2	62
1	7	A2	62
1	8	A2	62
1	9	A2	62
1	10	A2	62
1	11	A2	62
1	12	A2	62
1	1	A2	63
1	2	A2	63
1	3	A2	63
1	4	A2	63
1	5	A2	63
1	6	A2	63
1	7	A2	63
1	8	A2	63
1	9	A2	63
1	10	A2	63
1	11	A2	63
1	12	A2	63
1	1	A2	64
1	2	A2	64
1	3	A2	64
1	4	A2	64
1	5	A2	64
1	6	A2	64
1	7	A2	64
1	8	A2	64
1	9	A2	64
1	10	A2	64
1	11	A2	64
1	12	A2	64
1	1	A2	65
1	2	A2	65
1	3	A2	65
1	4	A2	65
1	5	A2	65
1	6	A2	65
1	7	A2	65
1	8	A2	65
1	9	A2	65
1	10	A2	65
1	11	A2	65
1	12	A2	65
1	1	A2	66
1	2	A2	66
1	3	A2	66
1	4	A2	66
1	5	A2	66
1	6	A2	66
1	7	A2	66
1	8	A2	66
1	9	A2	66
1	10	A2	66
1	11	A2	66
1	12	A2	66
1	1	A2	67
1	2	A2	67
1	3	A2	67
1	4	A2	67
1	5	A2	67
1	6	A2	67
1	7	A2	67
1	8	A2	67
1	9	A2	67
1	10	A2	67
1	11	A2	67
1	12	A2	67
1	1	A2	68
1	2	A2	68
1	3	A2	68
1	4	A2	68
1	5	A2	68
1	6	A2	68
1	7	A2	68
1	8	A2	68
1	9	A2	68
1	10	A2	68
1	11	A2	68
1	12	A2	68
1	1	A2	69
1	2	A2	69
1	3	A2	69
1	4	A2	69
1	5	A2	69
1	6	A2	69
1	7	A2	69
1	8	A2	69
1	9	A2	69
1	10	A2	69
1	11	A2	69
1	12	A2	69
1	1	A2	70
1	2	A2	70
1	3	A2	70
1	4	A2	70
1	5	A2	70
1	6	A2	70
1	7	A2	70
